plate_length,plate_breadth,tp,q_load,BC,nx,ny,dsx,wsx,dsy,wsy,max_deflection,max_stress,nat_freq,is_augmented
762.0,572.0,16.92,10.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.06465625,77.695,-1.0,1
762.0,762.0,16.92,0.25,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.00161640625,1.9423749999999997,-1.0,1
762.0,762.0,16.92,0.5,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.0032328125,3.8847499999999995,-1.0,1
762.0,762.0,16.92,1.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.006465625,7.769499999999999,-1.0,1
762.0,762.0,16.92,2.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.01293125,15.538999999999998,-1.0,1
762.0,762.0,16.92,5.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.032328125,38.8475,-1.0,1
762.0,762.0,16.92,10.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.06465625,77.695,-1.0,1
1143.0,381.0,16.92,0.25,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.008183056640625,4.370343749999999,-1.0,1
1143.0,381.0,16.92,0.5,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.01636611328125,8.740687499999998,-1.0,1
1143.0,381.0,16.92,1.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.0327322265625,17.481374999999996,-1.0,1
1143.0,381.0,16.92,2.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.065464453125,34.96274999999999,-1.0,1
1143.0,381.0,16.92,5.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.1636611328125,87.406875,-1.0,1
1143.0,381.0,16.92,10.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.327322265625,174.81375,-1.0,1
1143.0,572.0,16.92,0.25,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.008183056640625,4.370343749999999,-1.0,1
1143.0,572.0,16.92,0.5,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.01636611328125,8.740687499999998,-1.0,1
1143.0,572.0,16.92,1.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.0327322265625,17.481374999999996,-1.0,1
1143.0,572.0,16.92,2.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.065464453125,34.96274999999999,-1.0,1
1143.0,572.0,16.92,5.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.1636611328125,87.406875,-1.0,1
1143.0,572.0,16.92,10.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.327322265625,174.81375,-1.0,1
1143.0,762.0,16.92,0.25,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.008183056640625,4.370343749999999,-1.0,1
1143.0,762.0,16.92,0.5,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.01636611328125,8.740687499999998,-1.0,1
1143.0,762.0,16.92,1.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.0327322265625,17.481374999999996,-1.0,1
1143.0,762.0,16.92,2.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.065464453125,34.96274999999999,-1.0,1
1143.0,762.0,16.92,5.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.1636611328125,87.406875,-1.0,1
1143.0,762.0,16.92,10.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.327322265625,174.81375,-1.0,1
1143.0,953.0,16.92,0.25,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.008183056640625,4.370343749999999,-1.0,1
1143.0,953.0,16.92,0.5,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.01636611328125,8.740687499999998,-1.0,1
1143.0,953.0,16.92,1.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.0327322265625,17.481374999999996,-1.0,1
1143.0,953.0,16.92,2.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.065464453125,34.96274999999999,-1.0,1
1143.0,953.0,16.92,5.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.1636611328125,87.406875,-1.0,1
1143.0,953.0,16.92,10.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.327322265625,174.81375,-1.0,1
1524.0,381.0,16.92,0.25,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.0258625,7.769499999999999,-1.0,1
1524.0,381.0,16.92,0.5,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.051725,15.538999999999998,-1.0,1
1524.0,381.0,16.92,1.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.10345,31.077999999999996,-1.0,1
1524.0,381.0,16.92,2.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.2069,62.15599999999999,-1.0,1
1524.0,381.0,16.92,5.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.51725,155.39,-1.0,1
1524.0,381.0,16.92,10.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,1.0345,310.78,-1.0,1
1524.0,572.0,16.92,0.25,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.0258625,7.769499999999999,-1.0,1
1524.0,572.0,16.92,0.5,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.051725,15.538999999999998,-1.0,1
1524.0,572.0,16.92,1.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.10345,31.077999999999996,-1.0,1
1524.0,572.0,16.92,2.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.2069,62.15599999999999,-1.0,1
1524.0,572.0,16.92,5.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.51725,155.39,-1.0,1
1524.0,572.0,16.92,10.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,1.0345,310.78,-1.0,1
1524.0,762.0,16.92,0.25,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.0258625,7.769499999999999,-1.0,1
1524.0,762.0,16.92,0.5,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.051725,15.538999999999998,-1.0,1
1524.0,762.0,16.92,1.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.10345,31.077999999999996,-1.0,1
1524.0,762.0,16.92,2.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.2069,62.15599999999999,-1.0,1
1524.0,762.0,16.92,5.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.51725,155.39,-1.0,1
1524.0,762.0,16.92,10.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,1.0345,310.78,-1.0,1
1524.0,953.0,16.92,0.25,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.0258625,7.769499999999999,-1.0,1
1524.0,953.0,16.92,0.5,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.051725,15.538999999999998,-1.0,1
1524.0,953.0,16.92,1.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.10345,31.077999999999996,-1.0,1
1524.0,953.0,16.92,2.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.2069,62.15599999999999,-1.0,1
1524.0,953.0,16.92,5.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.51725,155.39,-1.0,1
1524.0,953.0,16.92,10.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,1.0345,310.78,-1.0,1
1905.0,381.0,16.92,0.25,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.063140869140625,12.139843749999997,-1.0,1
1905.0,381.0,16.92,0.5,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.12628173828125,24.279687499999994,-1.0,1
1905.0,381.0,16.92,1.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.2525634765625,48.55937499999999,-1.0,1
1905.0,381.0,16.92,2.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.505126953125,97.11874999999998,-1.0,1
1905.0,381.0,16.92,5.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,1.2628173828125,242.79687499999997,-1.0,1
1905.0,381.0,16.92,10.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,2.525634765625,485.59374999999994,-1.0,1
1905.0,572.0,16.92,0.25,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.063140869140625,12.139843749999997,-1.0,1
1905.0,572.0,16.92,0.5,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.12628173828125,24.279687499999994,-1.0,1
1905.0,572.0,16.92,1.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.2525634765625,48.55937499999999,-1.0,1
1905.0,572.0,16.92,2.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.505126953125,97.11874999999998,-1.0,1
1905.0,572.0,16.92,5.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,1.2628173828125,242.79687499999997,-1.0,1
1905.0,572.0,16.92,10.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,2.525634765625,485.59374999999994,-1.0,1
1905.0,762.0,16.92,0.25,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.063140869140625,12.139843749999997,-1.0,1
1905.0,762.0,16.92,0.5,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.12628173828125,24.279687499999994,-1.0,1
1905.0,762.0,16.92,1.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.2525634765625,48.55937499999999,-1.0,1
1905.0,762.0,16.92,2.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.505126953125,97.11874999999998,-1.0,1
1905.0,762.0,16.92,5.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,1.2628173828125,242.79687499999997,-1.0,1
1905.0,762.0,16.92,10.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,2.525634765625,485.59374999999994,-1.0,1
1905.0,953.0,16.92,0.25,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.063140869140625,12.139843749999997,-1.0,1
1905.0,953.0,16.92,0.5,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.12628173828125,24.279687499999994,-1.0,1
1905.0,953.0,16.92,1.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.2525634765625,48.55937499999999,-1.0,1
1905.0,953.0,16.92,2.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.505126953125,97.11874999999998,-1.0,1
1905.0,953.0,16.92,5.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,1.2628173828125,242.79687499999997,-1.0,1
1905.0,953.0,16.92,10.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,2.525634765625,485.59374999999994,-1.0,1
2286.0,381.0,16.92,0.25,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.13092890625,17.481374999999996,-1.0,1
2286.0,381.0,16.92,0.5,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.2618578125,34.96274999999999,-1.0,1
2286.0,381.0,16.92,1.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,0.523715625,69.92549999999999,-1.0,1
2286.0,381.0,16.92,2.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,1.04743125,139.85099999999997,-1.0,1
2286.0,381.0,16.92,5.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,2.618578125,349.6275,-1.0,1
2286.0,381.0,16.92,10.0,1.0,2.0,0.0,62.5,6.25,0.0,0.0,5.23715625,699.255,-1.0,1
2286.0,572.0,16.92,0.25,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.13092890625,17.481374999999996,-1.0,1
2286.0,572.0,16.92,0.5,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.2618578125,34.96274999999999,-1.0,1
2286.0,572.0,16.92,1.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,0.523715625,69.92549999999999,-1.0,1
2286.0,572.0,16.92,2.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,1.04743125,139.85099999999997,-1.0,1
2286.0,572.0,16.92,5.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,2.618578125,349.6275,-1.0,1
2286.0,572.0,16.92,10.0,1.0,2.0,0.0,93.83202099737532,9.383202099737533,0.0,0.0,5.23715625,699.255,-1.0,1
2286.0,762.0,16.92,0.25,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.13092890625,17.481374999999996,-1.0,1
2286.0,762.0,16.92,0.5,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.2618578125,34.96274999999999,-1.0,1
2286.0,762.0,16.92,1.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,0.523715625,69.92549999999999,-1.0,1
2286.0,762.0,16.92,2.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,1.04743125,139.85099999999997,-1.0,1
2286.0,762.0,16.92,5.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,2.618578125,349.6275,-1.0,1
2286.0,762.0,16.92,10.0,1.0,2.0,0.0,125.0,12.5,0.0,0.0,5.23715625,699.255,-1.0,1
2286.0,953.0,16.92,0.25,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.13092890625,17.481374999999996,-1.0,1
2286.0,953.0,16.92,0.5,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.2618578125,34.96274999999999,-1.0,1
2286.0,953.0,16.92,1.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,0.523715625,69.92549999999999,-1.0,1
2286.0,953.0,16.92,2.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,1.04743125,139.85099999999997,-1.0,1
2286.0,953.0,16.92,5.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,2.618578125,349.6275,-1.0,1
2286.0,953.0,16.92,10.0,1.0,2.0,0.0,156.33202099737534,15.633202099737534,0.0,0.0,5.23715625,699.255,-1.0,1
762.0,381.0,15.57,0.25,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.0014551562499999999,1.78475,-1.0,1
762.0,381.0,15.57,0.5,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.0029103124999999997,3.5695,-1.0,1
762.0,381.0,15.57,1.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.005820624999999999,7.139,-1.0,1
762.0,381.0,15.57,2.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.011641249999999999,14.278,-1.0,1
762.0,381.0,15.57,5.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.029103124999999997,35.695,-1.0,1
762.0,381.0,15.57,10.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.058206249999999994,71.39,-1.0,1
762.0,572.0,15.57,0.25,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.0014551562499999999,1.78475,-1.0,1
762.0,572.0,15.57,0.5,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.0029103124999999997,3.5695,-1.0,1
762.0,572.0,15.57,1.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.005820624999999999,7.139,-1.0,1
762.0,572.0,15.57,2.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.011641249999999999,14.278,-1.0,1
762.0,572.0,15.57,5.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.029103124999999997,35.695,-1.0,1
762.0,572.0,15.57,10.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.058206249999999994,71.39,-1.0,1
762.0,762.0,15.57,0.25,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.0014551562499999999,1.78475,-1.0,1
762.0,762.0,15.57,0.5,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.0029103124999999997,3.5695,-1.0,1
762.0,762.0,15.57,1.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.005820624999999999,7.139,-1.0,1
762.0,762.0,15.57,2.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.011641249999999999,14.278,-1.0,1
762.0,762.0,15.57,5.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.029103124999999997,35.695,-1.0,1
762.0,762.0,15.57,10.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.058206249999999994,71.39,-1.0,1
1143.0,381.0,15.57,0.25,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.007366728515625,4.0156875,-1.0,1
1143.0,381.0,15.57,0.5,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.01473345703125,8.031375,-1.0,1
1143.0,381.0,15.57,1.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.0294669140625,16.06275,-1.0,1
1143.0,381.0,15.57,2.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.058933828125,32.1255,-1.0,1
1143.0,381.0,15.57,5.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.1473345703125,80.31375,-1.0,1
1143.0,381.0,15.57,10.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.294669140625,160.6275,-1.0,1
1143.0,572.0,15.57,0.25,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.007366728515625,4.0156875,-1.0,1
1143.0,572.0,15.57,0.5,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.01473345703125,8.031375,-1.0,1
1143.0,572.0,15.57,1.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.0294669140625,16.06275,-1.0,1
1143.0,572.0,15.57,2.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.058933828125,32.1255,-1.0,1
1143.0,572.0,15.57,5.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.1473345703125,80.31375,-1.0,1
1143.0,572.0,15.57,10.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.294669140625,160.6275,-1.0,1
1143.0,762.0,15.57,0.25,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.007366728515625,4.0156875,-1.0,1
1143.0,762.0,15.57,0.5,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.01473345703125,8.031375,-1.0,1
1143.0,762.0,15.57,1.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.0294669140625,16.06275,-1.0,1
1143.0,762.0,15.57,2.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.058933828125,32.1255,-1.0,1
1143.0,762.0,15.57,5.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.1473345703125,80.31375,-1.0,1
1143.0,762.0,15.57,10.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.294669140625,160.6275,-1.0,1
1143.0,953.0,15.57,0.25,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.007366728515625,4.0156875,-1.0,1
1143.0,953.0,15.57,0.5,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.01473345703125,8.031375,-1.0,1
1143.0,953.0,15.57,1.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.0294669140625,16.06275,-1.0,1
1143.0,953.0,15.57,2.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.058933828125,32.1255,-1.0,1
1143.0,953.0,15.57,5.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.1473345703125,80.31375,-1.0,1
1143.0,953.0,15.57,10.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.294669140625,160.6275,-1.0,1
1524.0,381.0,15.57,0.25,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.023282499999999998,7.139,-1.0,1
1524.0,381.0,15.57,0.5,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.046564999999999995,14.278,-1.0,1
1524.0,381.0,15.57,1.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.09312999999999999,28.556,-1.0,1
1524.0,381.0,15.57,2.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.18625999999999998,57.112,-1.0,1
1524.0,381.0,15.57,5.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.46564999999999995,142.78,-1.0,1
1524.0,381.0,15.57,10.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.9312999999999999,285.56,-1.0,1
1524.0,572.0,15.57,0.25,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.023282499999999998,7.139,-1.0,1
1524.0,572.0,15.57,0.5,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.046564999999999995,14.278,-1.0,1
1524.0,572.0,15.57,1.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.09312999999999999,28.556,-1.0,1
1524.0,572.0,15.57,2.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.18625999999999998,57.112,-1.0,1
1524.0,572.0,15.57,5.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.46564999999999995,142.78,-1.0,1
1524.0,572.0,15.57,10.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.9312999999999999,285.56,-1.0,1
1524.0,762.0,15.57,0.25,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.023282499999999998,7.139,-1.0,1
1524.0,762.0,15.57,0.5,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.046564999999999995,14.278,-1.0,1
1524.0,762.0,15.57,1.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.09312999999999999,28.556,-1.0,1
1524.0,762.0,15.57,2.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.18625999999999998,57.112,-1.0,1
1524.0,762.0,15.57,5.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.46564999999999995,142.78,-1.0,1
1524.0,762.0,15.57,10.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.9312999999999999,285.56,-1.0,1
1524.0,953.0,15.57,0.25,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.023282499999999998,7.139,-1.0,1
1524.0,953.0,15.57,0.5,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.046564999999999995,14.278,-1.0,1
1524.0,953.0,15.57,1.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.09312999999999999,28.556,-1.0,1
1524.0,953.0,15.57,2.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.18625999999999998,57.112,-1.0,1
1524.0,953.0,15.57,5.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.46564999999999995,142.78,-1.0,1
1524.0,953.0,15.57,10.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.9312999999999999,285.56,-1.0,1
1905.0,381.0,15.57,0.25,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.056842041015625,11.1546875,-1.0,1
1905.0,381.0,15.57,0.5,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.11368408203125,22.309375,-1.0,1
1905.0,381.0,15.57,1.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.2273681640625,44.61875,-1.0,1
1905.0,381.0,15.57,2.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.454736328125,89.2375,-1.0,1
1905.0,381.0,15.57,5.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,1.1368408203125,223.09375,-1.0,1
1905.0,381.0,15.57,10.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,2.273681640625,446.1875,-1.0,1
1905.0,572.0,15.57,0.25,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.056842041015625,11.1546875,-1.0,1
1905.0,572.0,15.57,0.5,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.11368408203125,22.309375,-1.0,1
1905.0,572.0,15.57,1.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.2273681640625,44.61875,-1.0,1
1905.0,572.0,15.57,2.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.454736328125,89.2375,-1.0,1
1905.0,572.0,15.57,5.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,1.1368408203125,223.09375,-1.0,1
1905.0,572.0,15.57,10.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,2.273681640625,446.1875,-1.0,1
1905.0,762.0,15.57,0.25,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.056842041015625,11.1546875,-1.0,1
1905.0,762.0,15.57,0.5,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.11368408203125,22.309375,-1.0,1
1905.0,762.0,15.57,1.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.2273681640625,44.61875,-1.0,1
1905.0,762.0,15.57,2.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,0.454736328125,89.2375,-1.0,1
1905.0,762.0,15.57,5.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,1.1368408203125,223.09375,-1.0,1
1905.0,762.0,15.57,10.0,1.0,2.0,0.0,150.0,15.0,0.0,0.0,2.273681640625,446.1875,-1.0,1
1905.0,953.0,15.57,0.25,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.056842041015625,11.1546875,-1.0,1
1905.0,953.0,15.57,0.5,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.11368408203125,22.309375,-1.0,1
1905.0,953.0,15.57,1.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.2273681640625,44.61875,-1.0,1
1905.0,953.0,15.57,2.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,0.454736328125,89.2375,-1.0,1
1905.0,953.0,15.57,5.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,1.1368408203125,223.09375,-1.0,1
1905.0,953.0,15.57,10.0,1.0,2.0,0.0,187.5984251968504,18.75984251968504,0.0,0.0,2.273681640625,446.1875,-1.0,1
2286.0,381.0,15.57,0.25,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.11786765625,16.06275,-1.0,1
2286.0,381.0,15.57,0.5,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.2357353125,32.1255,-1.0,1
2286.0,381.0,15.57,1.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.471470625,64.251,-1.0,1
2286.0,381.0,15.57,2.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,0.94294125,128.502,-1.0,1
2286.0,381.0,15.57,5.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,2.357353125,321.255,-1.0,1
2286.0,381.0,15.57,10.0,1.0,2.0,0.0,75.0,7.5,0.0,0.0,4.71470625,642.51,-1.0,1
2286.0,572.0,15.57,0.25,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.11786765625,16.06275,-1.0,1
2286.0,572.0,15.57,0.5,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.2357353125,32.1255,-1.0,1
2286.0,572.0,15.57,1.0,1.0,2.0,0.0,112.59842519685039,11.259842519685039,0.0,0.0,0.471470625,64.251,-1.0,1
